"Student_Name";"Test_Case_1 (25)";"Test_Case_2 (25)";"Code_1 (10)";"Code_2 (20)";"Code_3 (10)";"Code_4 (10)";"Total_Marks (100)";"Comments"
23AG10007;25;25;10;20;10;10;100;Good~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~scanf: Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed Interest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed Total Amount (Principal + Interest)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~printf: Output displayed~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23EE10056;25;25;10;20;10;10;100;Perfect~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~scanf: Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed Interest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed Total Amount (Principal + Interest)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~printf: Output displayed~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23MF10023;10;10;10;20;0;0;50;did not compute amount and missing printf statement~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:100 1 1~~Desired Output:~~Total Amount Payable: 101 ~~  Mark/s obtained: 10 out of 25~~~~~~Your output:~~enter the amount deposited:enter the period of deposited amountenter the interest~~~~FAILED: Test Case 2: ~~INPUT:100 2 2~~Desired Output:~~Total Amount Payable: 104 ~~  Mark/s obtained: 10 out of 25~~~~~~Your output:~~enter the amount deposited:enter the period of deposited amountenter the interest~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~scanf: Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed Interest~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Computed Total Amount (Principal + Interest)~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~printf: Output displayed~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 50/100 ##########
23AG10047;25;25;10;20;10;10;100;Nice work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~scanf: Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed Interest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed Total Amount (Principal + Interest)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~printf: Output displayed~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23CS30009;25;25;10;20;10;10;100;Perfect~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~scanf: Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed Interest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed Total Amount (Principal + Interest)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~printf: Output displayed~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23BT10015;25;25;10;20;10;10;100;Good~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~scanf: Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed Interest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed Total Amount (Principal + Interest)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~printf: Output displayed~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23AE10036;25;25;10;20;10;10;100;Perfect~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~scanf: Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed Interest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed Total Amount (Principal + Interest)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~printf: Output displayed~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23EC10066;25;25;10;20;10;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~scanf: Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed Interest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed Total Amount (Principal + Interest)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~printf: Output displayed~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23ME10044;25;25;10;20;10;10;100;Keep it up~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~scanf: Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed Interest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed Total Amount (Principal + Interest)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~printf: Output displayed~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23CE10025;25;25;10;20;10;10;100;Perfect~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~scanf: Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed Interest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed Total Amount (Principal + Interest)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~printf: Output displayed~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
