"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (20)";"Code_3 (20)";"Code_4 (10)";"Total_Marks (100)";"Comments"
21CS30010;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
21CS10078;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AG30008;5;10;10;10;10;20;20;10;95;========= TEST CASES =========~~~~~~Your output:~~Enter the number of terms upto which harmonic sum is needed~~The addition  is 0.000000~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~1.000~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the number of terms upto which harmonic sum is needed~~The addition  is 2.283334~~~~Your output:~~Enter the number of terms upto which harmonic sum is needed~~The addition  is 2.717857~~~~Your output:~~Enter the number of terms upto which harmonic sum is needed~~The addition  is 2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22AG10021;10;10;10;10;10;20;20;10;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the value of n~~1.000000~~~~Your output:~~Enter the value of n~~2.283334~~~~Your output:~~Enter the value of n~~2.717857~~~~Your output:~~Enter the value of n~~2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS10049;10;10;10;10;10;20;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the value of n to find sum of harmonic series upto n terms = 1.000~~~~~~Your output:~~Enter the value of n to find sum of harmonic series upto n terms = 2.283~~~~~~Your output:~~Enter the value of n to find sum of harmonic series upto n terms = 2.718~~~~~~Your output:~~Enter the value of n to find sum of harmonic series upto n terms = 2.929~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT10042;10;10;10;10;10;20;20;10;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of terms in the series = The sum of the series = 1.000000~~~~Your output:~~Enter the number of terms in the series = The sum of the series = 2.283334~~~~Your output:~~Enter the number of terms in the series = The sum of the series = 2.717857~~~~Your output:~~Enter the number of terms in the series = The sum of the series = 2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS10009;10;10;10;10;10;20;20;10;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the no.of terms :~~The sum of the series is : 1.000~~~~Your output:~~Enter the no.of terms :~~The sum of the series is : 2.283~~~~Your output:~~Enter the no.of terms :~~The sum of the series is : 2.718~~~~Your output:~~Enter the no.of terms :~~The sum of the series is : 2.929~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM30014;10;10;10;10;10;20;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~1.000000~~~~Your output:~~2.283334~~~~Your output:~~2.717857~~~~Your output:~~2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE30027;10;5;5;5;10;20;20;10;85;========= TEST CASES =========~~~~~~Your output:~~1.000~~~~Your output:~~1.000~~~~FAILED: Test Case 2: ~~IN:~~5~~~~Exp OUT:~~2.283~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~1.000~~~~FAILED: Test Case 3: ~~IN:~~8~~~~Exp OUT:~~2.718~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~1.000~~~~FAILED: Test Case 4: ~~IN:~~10~~~~Exp OUT:~~2.929~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22AG30028;10;10;10;10;10;20;20;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~enter the value of n: the sum is 1.000000~~~~Your output:~~enter the value of n: the sum is 2.283334~~~~Your output:~~enter the value of n: the sum is 2.717857~~~~Your output:~~enter the value of n: the sum is 2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
