"Student_Name";"Test_Case_1 (20)";"Test_Case_2 (20)";"Code_1 (30)";"Code_2 (30)";"Code_3 (-5)";"Code_4 (-5)";"Total_Marks (100)";"Comments"
21MA10036;20;20;30;30;0;0;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~INPUT:~~Enter the image size: 6  5~~Enter the image:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~1 0 0 1 1~~~~OUTPUT:~~Output image with labelled connected components:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~2 0 0 3 3~~~~Number of connected components = 3~~~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Test Case 2: ~~~~INPUT:~~Enter the image size: 9 10~~Enter the image:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 1 1 0 0~~0 1 0 0 0 1 0 0 1 0~~0 0 1 1 0 0 1 1 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 1 1 1 1 1 1 1 1 0~~0 1 1 1 1 1 1 1 1 0~~0 0 0 0 0 0 0 0 0 0~~~~OUTPUT:~~Output image with labelled connected components:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 2 2 0 0~~0 1 0 0 0 2 0 0 2 0~~0 0 1 1 0 0 2 2 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 3 3 3 3 3 3 3 3 0~~0 3 3 3 3 3 3 3 3 0~~0 0 0 0 0 0 0 0 0 0~~~~Number of connected components = 3~~~~  Mark/s obtained: 20 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Logic is correct and gives expected output~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 2:~~Efficient and Optimal steps used to get to output~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
21ME10005;0;0;0;0;0;0;0;LT file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
21MA10055;0;0;20;20;0;0;40;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the image size: 6  5~~Enter the image:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~1 0 0 1 1~~~~OUTPUT:~~Output image with labelled connected components:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~2 0 0 3 3~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the image size: 9 10~~Enter the image:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 1 1 0 0~~0 1 0 0 0 1 0 0 1 0~~0 0 1 1 0 0 1 1 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 1 1 1 1 1 1 1 1 0~~0 1 1 1 1 1 1 1 1 0~~0 0 0 0 0 0 0 0 0 0~~~~OUTPUT:~~Output image with labelled connected components:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 2 2 0 0~~0 1 0 0 0 2 0 0 2 0~~0 0 1 1 0 0 2 2 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 3 3 3 3 3 3 3 3 0~~0 3 3 3 3 3 3 3 3 0~~0 0 0 0 0 0 0 0 0 0~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and gives expected output~~  Mark/s obtained: 20 out of 30~~~~~~FAILED: Code Case 2:~~Efficient and Optimal steps used to get to output~~  Mark/s obtained: 20 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
21ME10024;0;0;0;0;0;0;0;LT file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
21IM10011;15;15;25;30;-5;0;80;You were also supposed to print the number of continous sections~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the image size: 6  5~~Enter the image:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~1 0 0 1 1~~~~OUTPUT:~~Output image with labelled connected components:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~2 0 0 3 3~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 15 out of 20~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the image size: 9 10~~Enter the image:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 1 1 0 0~~0 1 0 0 0 1 0 0 1 0~~0 0 1 1 0 0 1 1 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 1 1 1 1 1 1 1 1 0~~0 1 1 1 1 1 1 1 1 0~~0 0 0 0 0 0 0 0 0 0~~~~OUTPUT:~~Output image with labelled connected components:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 2 2 0 0~~0 1 0 0 0 2 0 0 2 0~~0 0 1 1 0 0 2 2 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 3 3 3 3 3 3 3 3 0~~0 3 3 3 3 3 3 3 3 0~~0 0 0 0 0 0 0 0 0 0~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 15 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and gives expected output~~  Mark/s obtained: 25 out of 30~~~~~~PASSED: Code Case 2:~~Efficient and Optimal steps used to get to output~~  Mark/s obtained: 30 out of 30~~~~~~FAILED: Negative Code Case 3:~~Comments missing, logic hard to understand~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
21IM10030;0;0;15;15;-5;0;25;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the image size: 6  5~~Enter the image:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~1 0 0 1 1~~~~OUTPUT:~~Output image with labelled connected components:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~2 0 0 3 3~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the image size: 9 10~~Enter the image:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 1 1 0 0~~0 1 0 0 0 1 0 0 1 0~~0 0 1 1 0 0 1 1 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 1 1 1 1 1 1 1 1 0~~0 1 1 1 1 1 1 1 1 0~~0 0 0 0 0 0 0 0 0 0~~~~OUTPUT:~~Output image with labelled connected components:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 2 2 0 0~~0 1 0 0 0 2 0 0 2 0~~0 0 1 1 0 0 2 2 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 3 3 3 3 3 3 3 3 0~~0 3 3 3 3 3 3 3 3 0~~0 0 0 0 0 0 0 0 0 0~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and gives expected output~~  Mark/s obtained: 15 out of 30~~~~~~FAILED: Code Case 2:~~Efficient and Optimal steps used to get to output~~  Mark/s obtained: 15 out of 30~~~~~~FAILED: Negative Code Case 3:~~Comments missing, logic hard to understand~~  Mark/s lost: -5 out of -5~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
21MA10017;15;5;25;30;0;0;75;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the image size: 6  5~~Enter the image:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~1 0 0 1 1~~~~OUTPUT:~~Output image with labelled connected components:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~2 0 0 3 3~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 15 out of 20~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the image size: 9 10~~Enter the image:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 1 1 0 0~~0 1 0 0 0 1 0 0 1 0~~0 0 1 1 0 0 1 1 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 1 1 1 1 1 1 1 1 0~~0 1 1 1 1 1 1 1 1 0~~0 0 0 0 0 0 0 0 0 0~~~~OUTPUT:~~Output image with labelled connected components:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 2 2 0 0~~0 1 0 0 0 2 0 0 2 0~~0 0 1 1 0 0 2 2 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 3 3 3 3 3 3 3 3 0~~0 3 3 3 3 3 3 3 3 0~~0 0 0 0 0 0 0 0 0 0~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 5 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and gives expected output~~  Mark/s obtained: 25 out of 30~~~~~~PASSED: Code Case 2:~~Efficient and Optimal steps used to get to output~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 75 ############
21ME10043;0;0;10;10;0;0;20;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the image size: 6  5~~Enter the image:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~1 0 0 1 1~~~~OUTPUT:~~Output image with labelled connected components:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~2 0 0 3 3~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the image size: 9 10~~Enter the image:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 1 1 0 0~~0 1 0 0 0 1 0 0 1 0~~0 0 1 1 0 0 1 1 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 1 1 1 1 1 1 1 1 0~~0 1 1 1 1 1 1 1 1 0~~0 0 0 0 0 0 0 0 0 0~~~~OUTPUT:~~Output image with labelled connected components:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 2 2 0 0~~0 1 0 0 0 2 0 0 2 0~~0 0 1 1 0 0 2 2 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 3 3 3 3 3 3 3 3 0~~0 3 3 3 3 3 3 3 3 0~~0 0 0 0 0 0 0 0 0 0~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and gives expected output~~  Mark/s obtained: 10 out of 30~~~~~~FAILED: Code Case 2:~~Efficient and Optimal steps used to get to output~~  Mark/s obtained: 10 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
21IM30026;0;0;15;15;0;0;30;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the image size: 6  5~~Enter the image:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~1 0 0 1 1~~~~OUTPUT:~~Output image with labelled connected components:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~2 0 0 3 3~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the image size: 9 10~~Enter the image:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 1 1 0 0~~0 1 0 0 0 1 0 0 1 0~~0 0 1 1 0 0 1 1 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 1 1 1 1 1 1 1 1 0~~0 1 1 1 1 1 1 1 1 0~~0 0 0 0 0 0 0 0 0 0~~~~OUTPUT:~~Output image with labelled connected components:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 2 2 0 0~~0 1 0 0 0 2 0 0 2 0~~0 0 1 1 0 0 2 2 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 3 3 3 3 3 3 3 3 0~~0 3 3 3 3 3 3 3 3 0~~0 0 0 0 0 0 0 0 0 0~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and gives expected output~~  Mark/s obtained: 15 out of 30~~~~~~FAILED: Code Case 2:~~Efficient and Optimal steps used to get to output~~  Mark/s obtained: 15 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
21IM30007;0;5;20;25;0;0;50;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the image size: 6  5~~Enter the image:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~1 0 0 1 1~~~~OUTPUT:~~Output image with labelled connected components:~~0 1 0 0 0~~0 1 1 1 0~~0 1 0 0 0~~0 0 0 0 0~~0 0 0 0 0~~2 0 0 3 3~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the image size: 9 10~~Enter the image:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 1 1 0 0~~0 1 0 0 0 1 0 0 1 0~~0 0 1 1 0 0 1 1 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 1 1 1 1 1 1 1 1 0~~0 1 1 1 1 1 1 1 1 0~~0 0 0 0 0 0 0 0 0 0~~~~OUTPUT:~~Output image with labelled connected components:~~0 0 0 0 0 0 0 0 0 0~~0 0 1 1 0 0 2 2 0 0~~0 1 0 0 0 2 0 0 2 0~~0 0 1 1 0 0 2 2 0 0~~0 0 0 0 0 0 0 0 0 0~~0 0 0 0 0 0 0 0 0 0~~0 3 3 3 3 3 3 3 3 0~~0 3 3 3 3 3 3 3 3 0~~0 0 0 0 0 0 0 0 0 0~~~~Number of connected components = 3~~ ~~  Mark/s obtained: 5 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Logic is correct and gives expected output~~  Mark/s obtained: 20 out of 30~~~~~~FAILED: Code Case 2:~~Efficient and Optimal steps used to get to output~~  Mark/s obtained: 25 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 50 ############
