"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (30)";"Code_3 (10)";"Code_4 (10)";"Total_Marks (100)";"Comments"
21CS10078;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AG30008;0;0;0;0;10;20;0;10;40;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 20 out of 30~~~~~~FAILED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22AG10021;10;10;10;10;10;30;10;10;100;Perfect~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS10049;10;10;10;10;10;30;10;10;100;Good work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT10042;0;0;0;0;10;30;5;10;55;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~FAILED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 55 ############
22CS10009;0;10;10;0;10;20;5;10;65;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 20 out of 30~~~~~~FAILED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 65 ############
22IM30014;10;10;10;10;10;30;10;10;100;Nice work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE30027;10;10;10;10;10;30;10;10;100;Good work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22AG30028;0;0;0;0;10;15;5;10;40;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 15 out of 30~~~~~~FAILED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22MI10032;10;10;10;10;10;30;10;10;100;Perfect~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10008;10;10;10;10;10;30;10;10;100;Great Job~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS30008;10;10;10;10;10;30;10;10;100;Nice work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IE10007;10;10;10;10;10;30;10;10;100;Nice work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MA10021;0;0;0;0;10;15;5;10;40;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 15 out of 30~~~~~~FAILED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22EE30007;10;0;0;10;10;30;2;10;72;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~FAILED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 2 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 72 ############
22AG10041;10;10;10;10;10;30;10;10;100;Nice work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30004;10;10;10;10;10;30;10;10;100;Perfect~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~150~~~~Exp OUT:~~105~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~300~~~~Exp OUT:~~294~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~1000~~~~Exp OUT:~~1554~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~101~~~~Exp OUT:~~60.9~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for First 100 KWH~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 3:~~Calculated for rest~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
